gender,age,place,group,netTime,minutes,mph
F,38,6616,F35-39 ,5:52:51,383.9166667,4.097568917
M,44,6617,M40-44 ,5:52:54,380.6666667,4.132552539
M,34,6618,M30-34 ,5:52:57,381.7,4.121364946
F,28,6619,F25-29 ,5:52:57,381.7,4.121364946
M,66,6620,M65-69 ,5:52:59,353.7333333,4.447205993
F,46,6621,F45-49 ,5:52:59,375.2666667,4.192019009
M,52,6622,M50-54 ,5:52:59,361.35,4.353466169
F,55,6623,F55-59 ,5:53:00,357.6333333,4.398709106
F,37,6624,F35-39 ,5:53:00,377.55,4.166666667
F,22,6625,F18-24 ,5:53:00,387.6666667,4.057932072
M,51,6626,M50-54 ,5:53:01,379,4.150725594
F,22,6627,F18-24 ,5:53:01,380.6833333,4.132371612
F,30,6628,F30-34 ,5:53:02,374.7166667,4.198171952
F,49,6629,F45-49 ,5:53:02,383.75,4.099348534
M,58,6630,M55-59 ,5:53:02,390.3333333,4.030209223
M,32,6631,M30-34 ,5:53:03,366.3333333,4.294244768
F,25,6632,F25-29 ,5:53:04,375.0833333,4.194067985
F,37,6633,F35-39 ,5:53:04,366.3333333,4.294244768
M,53,6634,M50-54 ,5:53:06,361.3833333,4.353064613
M,23,6635,M18-24 ,5:53:08,386.1,4.074397824
F,31,6636,F30-34 ,5:53:09,379.2833333,4.147624907
M,31,6637,M30-34 ,5:53:12,379.3166667,4.147260424
F,30,6638,F30-34 ,5:53:13,379.3166667,4.147260424
M,42,6639,M40-44 ,5:53:15,377.2333333,4.170164355
F,71,6640,F70-74 ,5:53:15,368.4166667,4.269961547
M,39,6641,M35-39 ,5:53:15,378.9166667,4.151638443
M,39,6642,M35-39 ,5:53:16,358,4.394203911
F,49,6643,F45-49 ,5:53:19,378.7333333,4.153648125
F,45,6644,F45-49 ,5:53:19,357.6833333,4.398094217
F,42,6645,F40-44 ,5:53:22,357.6833333,4.398094217
F,47,6646,F45-49 ,5:53:27,361.9333333,4.346449622
M,38,6647,M35-39 ,5:53:28,364.4,4.317027991
M,59,6648,M55-59 ,5:53:29,364.4166667,4.316830551
M,33,6649,M30-34 ,5:53:30,378.25,4.158955717
F,43,6650,F40-44 ,5:53:30,363.9,4.322959604
F,37,6651,F35-39 ,5:53:31,378.3666667,4.157673333
M,38,6652,M35-39 ,5:53:33,373.2166667,4.21504488
M,27,6653,M25-29 ,5:53:35,363.9833333,4.32196987
M,25,6654,M25-29 ,5:53:36,389.05,4.043503406
F,36,6655,F35-39 ,5:53:37,369.35,4.259171518
F,34,6656,F30-34 ,5:53:38,388.75,4.046623794
F,33,6657,F30-34 ,5:53:39,375.55,4.188856344
M,33,6658,M30-34 ,5:53:39,367.4666667,4.281000544
M,33,6659,M30-34 ,5:53:39,375.55,4.188856344
M,41,6660,M40-44 ,5:53:41,386.35,4.071761356
M,28,6661,M25-29 ,5:53:44,366.75,4.289366053
M,29,6662,M25-29 ,5:53:44,358.7,4.385628659
F,62,6663,F60-64 ,5:53:44,388.3833333,4.050444149
F,47,6664,F45-49 ,5:53:46,358.55,4.387463394
F,21,6665,F18-24 ,5:53:47,382.35,4.114358572
M,59,6666,M55-59 ,5:53:47,362.2333333,4.342849913
M,44,6667,M40-44 ,5:53:47,388.7833333,4.046276847
F,27,6668,F25-29 ,5:53:50,386.3833333,4.071410085
M,37,6669,M35-39 ,5:53:50,376.0166667,4.183657639
M,37,6670,M35-39 ,5:53:50,362.2,4.343249586
M,44,6671,M40-44 ,5:53:51,364.5333333,4.315448976
F,42,6672,F40-44 ,5:53:51,364.55,4.31525168
F,39,6673,F35-39 ,5:53:53,362.4333333,4.340453417
M,19,6674,M18-24 ,5:53:53,376.25,4.181063123
M,64,6675,M60-64 ,5:53:54,376.1666667,4.181989366
M,28,6676,M25-29 ,5:53:54,356.85,4.408364859
F,35,6677,F35-39 ,5:53:55,388.7,4.047144327
F,23,6678,F18-24 ,5:53:56,388.7333333,4.04679729
F,47,6679,F45-49 ,5:53:56,378,4.161706349
F,47,6680,F45-49 ,5:53:57,379.8166667,4.141800869
M,53,6681,M50-54 ,5:53:59,364.2166667,4.319201025
M,25,6682,M25-29 ,5:53:59,377.8,4.163909476
F,48,6683,F45-49 ,5:53:59,371.25,4.237373737
M,25,6684,M25-29 ,5:54:00,374.1666667,4.204342984
M,66,6685,M65-69 ,5:54:01,358.4166667,4.389095559
M,47,6686,M45-49 ,5:54:01,364.9166667,4.310915734
M,29,6687,M25-29 ,5:54:02,360.95,4.358290622
F,33,6688,F30-34 ,5:54:03,379.2,4.148536392
M,48,6689,M45-49 ,5:54:04,357.05,4.405895533
M,39,6690,M35-39 ,5:54:04,364.4833333,4.316040971
M,46,6691,M45-49 ,5:54:06,360.7,4.361311339
M,49,6692,M45-49 ,5:54:07,364.8666667,4.311506486
M,43,6693,M40-44 ,5:54:08,382.25,4.115434925
M,51,6694,M50-54 ,5:54:08,385.2166667,4.083740752
M,39,6695,M35-39 ,5:54:09,379.0833333,4.149813146
F,39,6696,F35-39 ,5:54:09,374.4666667,4.20097472
M,36,6697,M35-39 ,5:54:11,373.45,4.2124113
M,45,6698,M45-49 ,5:54:13,374.1,4.205092221
F,24,6699,F18-24 ,5:54:14,382.0166667,4.117948606
F,37,6700,F35-39 ,5:54:14,372.15,4.227126159
F,33,6701,F30-34 ,5:54:15,369.7333333,4.25475568
F,35,6702,F35-39 ,5:54:15,372.1333333,4.227315478
F,37,6703,F35-39 ,5:54:16,360.5666667,4.362924101
M,59,6704,M55-59 ,5:54:16,391.3833333,4.019397011
M,40,6705,M40-44 ,5:54:18,368.1,4.273634882
F,36,6706,F35-39 ,5:54:20,369.9666667,4.252072259
M,36,6707,M35-39 ,5:54:21,369.9666667,4.252072259
F,20,6708,F18-24 ,5:54:23,367.4,4.281777354
M,37,6709,M35-39 ,5:54:23,378.1333333,4.160238893
M,56,6710,M55-59 ,5:54:24,367.4,4.281777354
M,43,6711,M40-44 ,5:54:25,370.3166667,4.248053468
M,51,6712,M50-54 ,5:54:26,354.75,4.434460888
M,34,6713,M30-34 ,5:54:26,382.2166667,4.115793834
M,44,6714,M40-44 ,5:54:28,370.3833333,4.247288845
F,22,6715,F18-24 ,5:54:28,374.75,4.197798532
M,29,6716,M25-29 ,5:54:28,391.5666667,4.01751511
F,46,6717,F45-49 ,5:54:30,391.2666667,4.020595502
F,41,6718,F40-44 ,5:54:32,357.55,4.399734303
M,53,6719,M50-54 ,5:54:32,357.55,4.399734303
M,36,6720,M35-39 ,5:54:34,379.1333333,4.14926587
F,24,6721,F18-24 ,5:54:36,390.05,4.033136777
M,67,6722,M65-69 ,5:54:36,357.5833333,4.399324167
M,52,6723,M50-54 ,5:54:36,374.8833333,4.196305517
M,35,6724,M35-39 ,5:54:37,368.1166667,4.273441391
M,36,6725,M35-39 ,5:54:37,374.8833333,4.196305517
M,29,6726,M25-29 ,5:54:37,369.6666667,4.255522994
F,21,6727,F18-24 ,5:54:37,374.8833333,4.196305517
F,42,6728,F40-44 ,5:54:37,390.0666667,4.032964451
F,31,6729,F30-34 ,5:54:37,373.8666667,4.207716655
F,47,6730,F45-49 ,5:54:37,370.25,4.248818366
F,52,6731,F50-54 ,5:54:38,362.75,4.336664369
F,39,6732,F35-39 ,5:54:38,389.75,4.03624118
F,40,6733,F40-44 ,5:54:41,363.5833333,4.326724731
M,39,6734,M35-39 ,5:54:41,363.5833333,4.326724731
F,34,6735,F30-34 ,5:54:42,371.8,4.231105433
F,38,6736,F35-39 ,5:54:42,359.7166667,4.373233563
M,29,6737,M25-29 ,5:54:45,367.9666667,4.275183441
F,47,6738,F45-49 ,5:54:46,376.2333333,4.181248339
M,33,6739,M30-34 ,5:54:46,379.4,4.146349499
F,48,6740,F45-49 ,5:54:46,374.6333333,4.199105792
M,54,6741,M50-54 ,5:54:47,365.5166667,4.303839314
F,44,6742,F40-44 ,5:54:48,383.5666667,4.1013079
F,57,6743,F55-59 ,5:54:49,389.75,4.03624118
F,31,6744,F30-34 ,5:54:50,382.7,4.110595767
F,54,6745,F50-54 ,5:54:53,367.9166667,4.275764439
M,33,6746,M30-34 ,5:54:54,367.75,4.277702243
F,32,6747,F30-34 ,5:54:54,367.75,4.277702243
M,28,6748,M25-29 ,5:54:54,365.2666667,4.306784997
F,52,6749,F50-54 ,5:54:55,383.3666667,4.103447526
M,44,6750,M40-44 ,5:54:55,383.3666667,4.103447526
F,37,6751,F35-39 ,5:54:56,355.5166667,4.424898036
M,39,6752,M35-39 ,5:54:56,355.5333333,4.424690606
F,48,6753,F45-49 ,5:54:56,370.0166667,4.25149768
F,55,6754,F55-59 ,5:54:56,376.6666667,4.176438053
M,40,6755,M40-44 ,5:54:57,365.2333333,4.30717806
M,55,6756,M55-59 ,5:54:57,376.6666667,4.176438053
M,64,6757,M60-64 ,5:54:58,370.65,4.244233104
M,30,6758,M30-34 ,5:54:59,378.95,4.151273255
M,22,6759,M18-24 ,5:54:59,379.75,4.142527979
F,29,6760,F25-29 ,5:55:00,359.3833333,4.377289802
M,59,6761,M55-59 ,5:55:01,363.85,4.323553662
F,68,6762,F65-69 ,5:55:04,363.7833333,4.324345993
M,50,6763,M50-54 ,5:55:06,376.7666667,4.175329559
M,55,6764,M55-59 ,5:55:07,370.4166667,4.246906637
M,51,6765,M50-54 ,5:55:08,379.5333333,4.144892851
F,50,6766,F50-54 ,5:55:09,387.75,4.057059961
M,24,6767,M18-24 ,5:55:10,365.65,4.30226993
M,54,6768,M50-54 ,5:55:11,365.65,4.30226993
F,37,6769,F35-39 ,5:55:14,381.5666667,4.122805102
F,28,6770,F25-29 ,5:55:14,370.6666667,4.244042266
M,37,6771,M35-39 ,5:55:15,381.5666667,4.122805102
M,47,6772,M45-49 ,5:55:15,383.15,4.105767976
M,42,6773,M40-44 ,5:55:16,384.2833333,4.093659192
M,38,6774,M35-39 ,5:55:17,381.6,4.122444969
F,38,6775,F35-39 ,5:55:18,365.8166667,4.300309809
M,28,6776,M25-29 ,5:55:20,377.7666667,4.16427689
M,52,6777,M50-54 ,5:55:21,386.45,4.070707724
M,33,6778,M30-34 ,5:55:23,377.7666667,4.16427689
M,33,6779,M30-34 ,5:55:24,375.6,4.188298722
M,41,6780,M40-44 ,5:55:25,364.3833333,4.317225449
M,33,6781,M30-34 ,5:55:25,375.15,4.193322671
F,45,6782,F45-49 ,5:55:26,386.4333333,4.070883292
F,50,6783,F50-54 ,5:55:27,379.75,4.142527979
M,60,6784,M60-64 ,5:55:28,366.1333333,4.296590495
F,58,6785,F55-59 ,5:55:28,366.1333333,4.296590495
M,52,6786,M50-54 ,5:55:29,379.7666667,4.142346177
M,55,6787,M55-59 ,5:55:30,371.1333333,4.238705766
M,40,6788,M40-44 ,5:55:31,360.5333333,4.363327478
M,67,6789,M65-69 ,5:55:33,366.5333333,4.291901601
F,28,6790,F25-29 ,5:55:33,359.7833333,4.372423218
F,32,6791,F30-34 ,5:55:34,355.5666667,4.424275804
F,25,6792,F25-29 ,5:55:34,377.2833333,4.169611698
M,30,6793,M30-34 ,5:55:35,377.7333333,4.16464437
M,34,6794,M30-34 ,5:55:36,377.7333333,4.16464437
F,41,6795,F40-44 ,5:55:36,369.3333333,4.259363718
M,37,6796,M35-39 ,5:55:36,383.1666667,4.105589387
F,44,6797,F40-44 ,5:55:36,380.5166667,4.134181595
M,43,6798,M40-44 ,5:55:37,390.6,4.027457757
F,27,6799,F25-29 ,5:55:37,359.9333333,4.370601037
F,44,6800,F40-44 ,5:55:37,380.5166667,4.134181595
M,37,6801,M35-39 ,5:55:38,366.75,4.289366053
M,48,6802,M45-49 ,5:55:39,388.7166667,4.046970801
M,33,6803,M30-34 ,5:55:40,364.0833333,4.320782788
F,28,6804,F25-29 ,5:55:40,366.4333333,4.293072865
F,24,6805,F18-24 ,5:55:41,366.0666667,4.297372974
M,58,6806,M55-59 ,5:55:42,375.5833333,4.18848458
M,33,6807,M30-34 ,5:55:43,362.3,4.342050787
F,35,6808,F35-39 ,5:55:43,384.7833333,4.088339758
F,25,6809,F25-29 ,5:55:44,355.9666667,4.419304242
F,52,6810,F50-54 ,5:55:44,366.75,4.289366053
M,58,6811,M55-59 ,5:55:45,355.9666667,4.419304242
F,23,6812,F18-24 ,5:55:46,379.8666667,4.141255704
F,27,6813,F25-29 ,5:55:46,392.6333333,4.00660073
F,62,6814,F60-64 ,5:55:47,388.4833333,4.049401519
F,29,6815,F25-29 ,5:55:47,372.8666667,4.21900143
F,42,6816,F40-44 ,5:55:47,388.4833333,4.049401519
F,41,6817,F40-44 ,5:55:47,375.9666667,4.184214026
M,32,6818,M30-34 ,5:55:48,381.9,4.119206599
F,33,6819,F30-34 ,5:55:48,381.9166667,4.119026838
M,30,6820,M30-34 ,5:55:49,378.1833333,4.159688863
F,25,6821,F25-29 ,5:55:49,375.05,4.194440741
F,27,6822,F25-29 ,5:55:50,370.9666667,4.240610118
F,29,6823,F25-29 ,5:55:50,378.1833333,4.159688863
F,24,6824,F18-24 ,5:55:50,369.2333333,4.260517288
F,28,6825,F25-29 ,5:55:52,371,4.240229111
M,43,6826,M40-44 ,5:55:52,366.4,4.293463428
F,34,6827,F30-34 ,5:55:54,366.3666667,4.293854062
F,37,6828,F35-39 ,5:55:55,364.5333333,4.315448976
F,35,6829,F35-39 ,5:55:55,381.7666667,4.120645246
M,27,6830,M25-29 ,5:55:56,378.45,4.156757828
M,37,6831,M35-39 ,5:55:56,381.8666667,4.119566166
M,35,6832,M35-39 ,5:55:56,375.2833333,4.191832837
F,54,6833,F50-54 ,5:55:57,373.8666667,4.207716655
F,29,6834,F25-29 ,5:55:58,362.3166667,4.341851051
M,33,6835,M30-34 ,5:55:59,362.3166667,4.341851051
F,31,6836,F30-34 ,5:56:01,381.1166667,4.127673066
F,53,6837,F50-54 ,5:56:02,377.5333333,4.166850609
F,50,6838,F50-54 ,5:56:03,371.0833333,4.239276892
F,50,6839,F50-54 ,5:56:04,373.7833333,4.208654747
M,52,6840,M50-54 ,5:56:04,364.9166667,4.310915734
M,31,6841,M30-34 ,5:56:04,380.8666667,4.130382461
F,32,6842,F30-34 ,5:56:04,380.8666667,4.130382461
M,38,6843,M35-39 ,5:56:04,384.9166667,4.086923577
F,49,6844,F45-49 ,5:56:05,364.9333333,4.310718853
F,36,6845,F35-39 ,5:56:05,375.6166667,4.188112881
F,48,6846,F45-49 ,5:56:06,371.55,4.233952362
F,39,6847,F35-39 ,5:56:07,369.6666667,4.255522994
M,31,6848,M30-34 ,5:56:07,380.35,4.135993164
F,34,6849,F30-34 ,5:56:07,362.45,4.340253828
M,50,6850,M50-54 ,5:56:10,381.7,4.121364946
F,33,6851,F30-34 ,5:56:10,364.4666667,4.316238339
M,58,6852,M55-59 ,5:56:11,384.9333333,4.086746623
F,25,6853,F25-29 ,5:56:11,366.7333333,4.289560989
M,37,6854,M35-39 ,5:56:12,387.1166667,4.063697421
F,33,6855,F30-34 ,5:56:12,380.6666667,4.132552539
M,33,6856,M30-34 ,5:56:13,364.55,4.31525168
M,47,6857,M45-49 ,5:56:14,375.6,4.188298722
M,53,6858,M50-54 ,5:56:18,391.1,4.022308872
F,26,6859,F25-29 ,5:56:18,371.7,4.232243745
M,30,6860,M30-34 ,5:56:19,376.55,4.177732041
F,39,6861,F35-39 ,5:56:19,369.6,4.256290584
F,50,6862,F50-54 ,5:56:19,369.6,4.256290584
M,58,6863,M55-59 ,5:56:21,378.3333333,4.158039648
M,34,6864,M30-34 ,5:56:22,381.1666667,4.127131613
F,35,6865,F35-39 ,5:56:23,375.7166667,4.186998181
F,54,6866,F50-54 ,5:56:23,357.0333333,4.406101204
M,69,6867,M65-69 ,5:56:24,357.0333333,4.406101204
F,52,6868,F50-54 ,5:56:26,372.2,4.226558302
F,42,6869,F40-44 ,5:56:27,388.8,4.046103395
F,43,6870,F40-44 ,5:56:27,384.9833333,4.086215854
M,33,6871,M30-34 ,5:56:28,358.9,4.383184731
M,21,6872,M18-24 ,5:56:28,382.5833333,4.11184927
M,48,6873,M45-49 ,5:56:30,372.15,4.227126159
M,35,6874,M35-39 ,5:56:32,380.4,4.135449527
F,40,6875,F40-44 ,5:56:32,367.55,4.280029928
M,61,6876,M60-64 ,5:56:32,369.9333333,4.252455397
M,60,6877,M60-64 ,5:56:33,367.2166667,4.283915037
F,58,6878,F55-59 ,5:56:34,387.7,4.057583183
F,26,6879,F25-29 ,5:56:35,387.7,4.057583183
F,36,6880,F35-39 ,5:56:36,370.0666667,4.250923257
M,25,6881,M25-29 ,5:56:36,389.9,4.034688382
M,39,6882,M35-39 ,5:56:36,391.4333333,4.01888359
F,36,6883,F35-39 ,5:56:37,366.7833333,4.288976235
M,38,6884,M35-39 ,5:56:37,391.4333333,4.01888359
M,29,6885,M25-29 ,5:56:37,382.3833333,4.113999913
F,23,6886,F18-24 ,5:56:38,387.3,4.061773819
F,26,6887,F25-29 ,5:56:39,369.9833333,4.251880715
M,64,6888,M60-64 ,5:56:40,370.4,4.247097732
M,48,6889,M45-49 ,5:56:41,380.7666667,4.131467215
F,26,6890,F25-29 ,5:56:42,364.7666667,4.312688477
F,31,6891,F30-34 ,5:56:43,370.55,4.245378491
F,27,6892,F25-29 ,5:56:43,381.7833333,4.12046536
M,42,6893,M40-44 ,5:56:43,391.8166667,4.014951721
M,61,6894,M60-64 ,5:56:43,370.55,4.245378491
M,27,6895,M25-29 ,5:56:44,382.65,4.111132889
F,60,6896,F60-64 ,5:56:44,370.5666667,4.245187551
M,35,6897,M35-39 ,5:56:45,374.6833333,4.198545438
M,44,6898,M40-44 ,5:56:45,367.7833333,4.277314542
F,44,6899,F40-44 ,5:56:45,367.7833333,4.277314542
F,42,6900,F40-44 ,5:56:46,381.5,4.123525557
F,38,6901,F35-39 ,5:56:46,381.9666667,4.118487652
M,59,6902,M55-59 ,5:56:47,393.9833333,3.992871949
F,42,6903,F40-44 ,5:56:47,381.9666667,4.118487652
M,62,6904,M60-64 ,5:56:47,381.4166667,4.12442648
F,42,6905,F40-44 ,5:56:48,381.4833333,4.12370571
F,27,6906,F25-29 ,5:56:51,391.75,4.015634971
M,51,6907,M50-54 ,5:56:52,381.5,4.123525557
F,45,6908,F45-49 ,5:56:52,381.75,4.120825147
F,29,6909,F25-29 ,5:56:55,368.15,4.273054461
M,44,6910,M40-44 ,5:56:56,365.1166667,4.308554343
F,23,6911,F18-24 ,5:56:57,376.5333333,4.177916962
M,71,6912,M70-74 ,5:56:57,357.6333333,4.398709106
F,42,6913,F40-44 ,5:56:57,365.1166667,4.308554343
M,54,6914,M50-54 ,5:56:57,376.5333333,4.177916962
M,48,6915,M45-49 ,5:56:59,385.6333333,4.079328378
M,31,6916,M30-34 ,5:56:59,385.6666667,4.078975799
F,43,6917,F40-44 ,5:57:00,367.95,4.275377089
F,34,6918,F30-34 ,5:57:00,370.7333333,4.243279086
M,46,6919,M45-49 ,5:57:01,363.2833333,4.330297747
M,29,6920,M25-29 ,5:57:01,382.6833333,4.110774792
M,49,6921,M45-49 ,5:57:01,382.2,4.115973312
M,35,6922,M35-39 ,5:57:02,389.45,4.039350366
M,32,6923,M30-34 ,5:57:02,389.4666667,4.039177508
F,25,6924,F25-29 ,5:57:03,363.5666667,4.326923077
F,25,6925,F25-29 ,5:57:03,365.5,4.304035568
M,31,6926,M30-34 ,5:57:03,374.6,4.199479445
M,57,6927,M55-59 ,5:57:06,376.7,4.17606849
M,36,6928,M35-39 ,5:57:06,385.45,4.081268647
F,26,6929,F25-29 ,5:57:06,381.15,4.127312082
M,37,6930,M35-39 ,5:57:08,370.1666667,4.249774876
M,46,6931,M45-49 ,5:57:11,366.0166667,4.29796002
F,41,6932,F40-44 ,5:57:11,366.0166667,4.29796002
M,34,6933,M30-34 ,5:57:11,375.1,4.193881632
M,60,6934,M60-64 ,5:57:12,389.6666667,4.037104363
M,44,6935,M40-44 ,5:57:12,365.7666667,4.300897658
M,31,6936,M30-34 ,5:57:13,389.6666667,4.037104363
M,21,6937,M18-24 ,5:57:15,390.25,4.031069827
M,47,6938,M45-49 ,5:57:15,401.8833333,3.914382283
F,56,6939,F55-59 ,5:57:15,391.7666667,4.015464137
F,42,6940,F40-44 ,5:57:16,365.6666667,4.302073838
M,55,6941,M55-59 ,5:57:16,401.8833333,3.914382283
F,57,6942,F55-59 ,5:57:17,386.0833333,4.07457371
M,31,6943,M30-34 ,5:57:20,386.0166667,4.075277406
M,32,6944,M30-34 ,5:57:20,366.1666667,4.296199363
M,50,6945,M50-54 ,5:57:20,376.6166667,4.176992521
F,41,6946,F40-44 ,5:57:23,377.65,4.165563352
M,28,6947,M25-29 ,5:57:27,390.8833333,4.024538439
M,35,6948,M35-39 ,5:57:27,367.8666667,4.276345596
F,30,6949,F30-34 ,5:57:28,366.25,4.295221843
F,49,6950,F45-49 ,5:57:28,377.4666667,4.167586542
M,49,6951,M45-49 ,5:57:28,377.4666667,4.167586542
F,27,6952,F25-29 ,5:57:28,390.8833333,4.024538439
F,51,6953,F50-54 ,5:57:28,364.2833333,4.318410578
F,24,6954,F18-24 ,5:57:29,388.8166667,4.045929958
F,21,6955,F18-24 ,5:57:29,388.8166667,4.045929958
F,27,6956,F25-29 ,5:57:29,392.4333333,4.008642657
F,47,6957,F45-49 ,5:57:29,368.4166667,4.269961547
F,39,6958,F35-39 ,5:57:30,392.45,4.008472417
F,40,6959,F40-44 ,5:57:30,381.9833333,4.118307954
F,29,6960,F25-29 ,5:57:31,375.4166667,4.190344062
M,20,6961,M18-24 ,5:57:32,385.4,4.081798132
F,24,6962,F18-24 ,5:57:34,376.7666667,4.175329559
F,55,6963,F55-59 ,5:57:34,358.25,4.391137474
M,43,6964,M40-44 ,5:57:35,382.9166667,4.108269859
F,23,6965,F18-24 ,5:57:35,392.6833333,4.006090573
F,24,6966,F18-24 ,5:57:35,376.7833333,4.175144867
F,57,6967,F55-59 ,5:57:37,392.3,4.010005098
M,32,6968,M30-34 ,5:57:40,382.7666667,4.109879822
M,29,6969,M25-29 ,5:57:41,390.1,4.032619841
M,57,6970,M55-59 ,5:57:41,371.4666667,4.23490219
F,36,6971,F35-39 ,5:57:41,373.2833333,4.214292093
M,37,6972,M35-39 ,5:57:42,368.0666667,4.274021916
F,45,6973,F45-49 ,5:57:44,373.45,4.2124113
M,47,6974,M45-49 ,5:57:44,373.4666667,4.212223313
F,29,6975,F25-29 ,5:57:47,393.05,4.00235339
M,35,6976,M35-39 ,5:57:48,393.4166667,3.998623173
F,27,6977,F25-29 ,5:57:48,368.5666667,4.26822375
M,47,6978,M45-49 ,5:57:49,365.9666667,4.298547227
F,54,6979,F50-54 ,5:57:50,381.95,4.118667365
M,44,6980,M40-44 ,5:57:51,373.2666667,4.214480264
F,41,6981,F40-44 ,5:57:52,373.2833333,4.214292093
F,52,6982,F50-54 ,5:57:53,386.75,4.067550097
M,36,6983,M35-39 ,5:57:53,362.7,4.3372622
M,40,6984,M40-44 ,5:57:54,362.7166667,4.337062905
M,45,6985,M45-49 ,5:57:54,369.25,4.260324983
F,39,6986,F35-39 ,5:57:54,375.3833333,4.190716157
F,50,6987,F50-54 ,5:57:54,369.25,4.260324983
F,56,6988,F55-59 ,5:57:54,369.25,4.260324983
F,35,6989,F35-39 ,5:57:55,373.4333333,4.212599304
M,41,6990,M40-44 ,5:57:56,389,4.044023136
F,36,6991,F35-39 ,5:57:56,370.9,4.241372338
F,61,6992,F60-64 ,5:57:56,386.9666667,4.065272633
M,51,6993,M50-54 ,5:57:56,360.3666667,4.365345481
M,43,6994,M40-44 ,5:57:57,377.6333333,4.165747197
M,35,6995,M35-39 ,5:57:57,368.3333333,4.270927602
F,53,6996,F50-54 ,5:57:57,371.55,4.233952362
F,26,6997,F25-29 ,5:58:00,390.6333333,4.027114088
M,28,6998,M25-29 ,5:58:00,373.9166667,4.207154
M,28,6999,M25-29 ,5:58:01,390.65,4.026942276
F,49,7000,F45-49 ,5:58:01,392.55,4.00745128
M,58,7001,M55-59 ,5:58:01,373.9333333,4.206966482
M,44,7002,M40-44 ,5:58:04,393.25,4.000317864
F,20,7003,F18-24 ,5:58:06,385.85,4.077037709
F,47,7004,F45-49 ,5:58:07,380.3166667,4.136355669
M,32,7005,M30-34 ,5:58:07,368.3,4.271314146
M,28,7006,M25-29 ,5:58:08,377.4833333,4.167402534
M,52,7007,M50-54 ,5:58:08,382.5,4.112745098
M,34,7008,M30-34 ,5:58:08,391.6166667,4.01700217
F,51,7009,F50-54 ,5:58:09,382.25,4.115434925
F,29,7010,F25-29 ,5:58:12,377.6,4.166114936
M,49,7011,M45-49 ,5:58:12,366.5333333,4.291901601
F,39,7012,F35-39 ,5:58:12,368.5666667,4.26822375
M,42,7013,M40-44 ,5:58:13,368.5666667,4.26822375
M,65,7014,M65-69 ,5:58:13,359.4,4.377086811
M,48,7015,M45-49 ,5:58:14,386.5666667,4.069479176
F,47,7016,F45-49 ,5:58:14,373.6,4.210720021
F,47,7017,F45-49 ,5:58:14,373.9666667,4.206591497
M,53,7018,M50-54 ,5:58:16,373.5,4.21184739
F,34,7019,F30-34 ,5:58:16,393.35,3.999300877
F,33,7020,F30-34 ,5:58:17,372.1,4.227694168
F,28,7021,F25-29 ,5:58:17,373.5,4.21184739
F,36,7022,F35-39 ,5:58:17,383.2833333,4.104339696
F,51,7023,F50-54 ,5:58:17,380.4166667,4.135268346
M,38,7024,M35-39 ,5:58:18,379.9166667,4.140710682
F,23,7025,F18-24 ,5:58:19,371.7166667,4.232053984
F,39,7026,F35-39 ,5:58:20,373.8833333,4.207529087
F,25,7027,F25-29 ,5:58:21,384.0166667,4.096501888
F,49,7028,F45-49 ,5:58:24,379.8833333,4.141074014
F,22,7029,F18-24 ,5:58:26,374.3166667,4.202658177
M,38,7030,M35-39 ,5:58:27,378.3,4.158406027
F,25,7031,F25-29 ,5:58:27,393.85,3.994223689
F,29,7032,F25-29 ,5:58:28,393.8333333,3.994392721
F,44,7033,F40-44 ,5:58:30,377.9,4.162807621
F,18,7034,F18-24 ,5:58:32,367.1833333,4.284303935
F,33,7035,F30-34 ,5:58:32,383.5166667,4.101842597
F,66,7036,F65-69 ,5:58:33,382.5166667,4.112565901
F,52,7037,F50-54 ,5:58:33,369.8666667,4.253221882
F,26,7038,F25-29 ,5:58:35,374.1333333,4.204717569
M,26,7039,M25-29 ,5:58:36,374.1333333,4.204717569
M,64,7040,M60-64 ,5:58:36,366.9833333,4.286638812
M,50,7041,M50-54 ,5:58:36,391.4,4.019225856
F,21,7042,F18-24 ,5:58:36,391.1666667,4.021623349
F,34,7043,F30-34 ,5:58:37,365.1666667,4.3079644
M,25,7044,M25-29 ,5:58:38,383.95,4.097213179
M,39,7045,M35-39 ,5:58:38,395.6833333,3.975717114
F,49,7046,F45-49 ,5:58:38,383.95,4.097213179
M,67,7047,M65-69 ,5:58:38,381.0666667,4.128214661
M,36,7048,M35-39 ,5:58:39,381.0666667,4.128214661
M,39,7049,M35-39 ,5:58:39,365.1833333,4.307767788
F,49,7050,F45-49 ,5:58:40,363.3666667,4.329304651
F,33,7051,F30-34 ,5:58:40,381.05,4.128395224
M,55,7052,M55-59 ,5:58:41,393.3166667,3.999639815
M,47,7053,M45-49 ,5:58:42,372.55,4.222587572
F,36,7054,F35-39 ,5:58:44,384.6333333,4.089934136
F,36,7055,F35-39 ,5:58:44,384.4,4.092416753
F,22,7056,F18-24 ,5:58:46,391.5333333,4.017857143
F,26,7057,F25-29 ,5:58:47,382.5333333,4.11238672
F,27,7058,F25-29 ,5:58:48,379.0333333,4.150360566
F,45,7059,F45-49 ,5:58:48,365.0166667,4.309734715
F,61,7060,F60-64 ,5:58:48,386.5333333,4.069830114
F,33,7061,F30-34 ,5:58:48,374.1166667,4.204904887
M,31,7062,M30-34 ,5:58:49,373.9166667,4.207154
